"entree";"interaction";"page";"CI";"AD";"PE";"PC"
"SOLIFENACINE";"NELFINAVIR";200;;;"Precaution d'emploi Surveillance clinique et adaptation eventuelle de la posologie de solifenacine. Augmentation des concentrations de solifenacine, avec risque de surdosage.";
"SOLIFENACINE";"POSACONAZOLE";200;;;"Precaution d'emploi Surveillance clinique et adaptation eventuelle de la posologie de solifenacine. Augmentation des concentrations de solifenacine, avec risque de surdosage.";
"SOLIFENACINE";"TELITHROMYCINE";200;;;"Precaution d'emploi Surveillance clinique et adaptation eventuelle de la posologie de solifenacine. Augmentation des concentrations de solifenacine, avec risque de surdosage.";
"SOLIFENACINE";"VORICONAZOLE";200;;;"Precaution d'emploi Surveillance clinique et adaptation eventuelle de la posologie de solifenacine. Augmentation des concentrations de solifenacine, avec risque de surdosage.";
"SORBITOL";"CATIORESINE SULFO SODIQUE";201;;"Association DECONSEILLEE Avec la resine administree par voie orale et rectale : risque de necrose colique, eventuellement fatale.";;
"SPERMICIDES";"MEDICAMENTS UTILISES PAR VOIE VAGINALE";201;;"Association DECONSEILLEE Tout traitement local vaginal est susceptible d'inactiver une contraception locale spermicide.";;
"SPIRAMYCINE";"LEVODOPA";201;;;"Precaution d'emploi Surveillance clinique et adaptation eventuelle de la posologie de la levodopa. En cas d'association avec la carbidopa : inhibition de l'absorption de la carbidopa avec diminution des concentrations plasmatiques de la levodopa.";
"SPIRONOLACTONE";"INHIBITEURS DE L'ENZYME DE CONVERSION";201;;;"Precaution d'emploi Verifier au prealable l'absence d'hyperkaliemie et d'insuffisance renale. Surveillance biologique etroite de la kaliemie et de la creatininemie (1 fois par semaine pendant le premier mois, puis une fois par mois ensuite). Avec la spironolactone a la posologie de 12,5 a 50 mg par jour, et avec des doses faibles d'IEC. Dans le traitement de l'insuffisance cardiaque de classe III ou IV (NYHA) avec fraction d'ejection <35 % et prealablement traitee par l'association inhibiteur de conversion + diuretique de l'anse : risque d'hyperkaliemie, potentiellement letale, en cas de non-respect des conditions de prescription de cette association.";
"SPIRONOLACTONE";"MITOTANE";201;"CONTRE-INDICATION Risque de blocage de l'action du mitotane par la spironolactone.";;;
"STAVUDINE";"ISONIAZIDE";201;;;"Precaution d'emploi Surveillance clinique et biologique reguliere, notamment en debut d'association. Risque majore de survenue de neuropathies peripheriques par addition d'effets indesirables.";
"STAVUDINE";"PENTAMIDINE";201;;;"Precaution d'emploi Surveillance clinique et biologique reguliere, notamment en debut d'association. Risque majore de survenue de neuropathies peripheriques par addition d'effets indesirables.";
"STAVUDINE";"RIBAVIRINE";201;;;"Precaution d'emploi Surveillance clinique et biologique reguliere, notamment en debut d'association. Risque de diminution de l'efficacite de chaque antiviral, par antagonisme competitif de la reaction de phosphorylation a l'origine des metabolites actifs.";
"STAVUDINE";"THALIDOMIDE";201;;;"Precaution d'emploi Surveillance clinique et biologique reguliere, notamment en debut d'association. Risque majore de survenue de neuropathies peripheriques par addition d'effets indesirables.";
"STAVUDINE";"ZALCITABINE";201;;"Association DECONSEILLEE Risque de diminution de l'efficacite de chaque antiviral, par antagonisme competitif de la reaction de phosphorylation a l'origine des metabolites actifs.";;
"STAVUDINE";"ZIDOVUDINE";201;;"Association DECONSEILLEE Risque de diminution de l'efficacite de chaque antiviral par antagoniste competitif de la reaction de phosphorylation a l'origine des metabolites actifs.";;
"STIRIPENTOL";"ANTICONVULSIVANTS INDUCTEURS ENZYMATIQUES";202;;;"Precaution d'emploi Surveillance clinique et dosage plasmatique, lorsque cela est possible, de l'anticonvulsivant associe au stiripentol et adaptation eventuelle de sa posologie. Augmentation des concentrations plasmatiques de l'anticonvulsivant, avec risque de surdosage, par inhibition de son metabolisme hepatique par le stiripentol.";
"STIRIPENTOL";"ATORVASTATINE";202;"CONTRE-INDICATION Risque majore d'effets indesirables (dose-dependants) a type de rhabdomyolyse (diminution du metabolisme hepatique de l'hypocholesterolemiant).";;;
"STIRIPENTOL";"CAFEINE";202;;;"Precaution d'emploi Surveillance clinique et adaptation eventuelle de la posologie de cafeine. Augmentation possible des concentrations plasmatiques de la cafeine, avec risque de surdosage, par inhibition de son metabolisme hepatique.";
"STIRIPENTOL";"CLOBAZAM";202;;;"Precaution d'emploi Surveillance clinique, dosage plasmatique, lorsque cela est possible, de l'anticonvulsivant associe au stiripentol et eventuelle adaptation posologique de l'anticonvulsivant associe. Augmentation des concentrations plasmatiques de ces anticonvulsivants, avec risque de surdosage, par inhibition de leur metabolisme hepatique.";
"STIRIPENTOL";"DIAZEPAM";202;;;"Precaution d'emploi Surveillance clinique et dosage plasmatique, lorsque cela est possible, de l'anticonvulsivant associe au stiripentol et eventuelle adaptation posologique de l'anticonvulsivant associe. Augmentation des concentrations plasmatiques du diazepam, avec risque de surdosage, par inhibition de son metabolisme hepatique.";
"STIRIPENTOL";"DIHYDROERGOTAMINE";202;"CONTRE-INDICATION Ergotisme avec possibilite de necrose des extremites (inhibition de l'elimination hepatique de l'alcaloide de l'ergot de seigle).";;;
"STIRIPENTOL";"ERGOTAMINE";202;"CONTRE-INDICATION Ergotisme avec possibilite de necrose des extremites (inhibition de l'elimination hepatique de l'alcaloide de l'ergot de seigle).";;;
"STIRIPENTOL";"HALOFANTRINE";202;;"Association DECONSEILLEE Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";;
"STIRIPENTOL";"IMMUNOSUPPRESSEURS";202;"CONTRE-INDICATION Augmentation des concentrations sanguines de l'immunosuppresseur (diminution de son metabolisme hepatique).";;;
"STIRIPENTOL";"MIDAZOLAM";202;;;"Precaution d'emploi Surveillance clinique et reduction de la posologie pendant le traitement par le stiripentol. Augmentation des concentrations plasmatiques du midazolam par diminution de son metabolisme hepatique avec majoration de la sedation.";
"STIRIPENTOL";"PIMOZIDE";202;"CONTRE-INDICATION Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";;;
"STIRIPENTOL";"QUINIDINE";202;"CONTRE-INDICATION Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";;;
"STIRIPENTOL";"SIMVASTATINE";202;"CONTRE-INDICATION Risque majore d'effets indesirables (dose-dependants) a type de rhabdomyolyse (diminution du metabolisme hepatique de l'hypocholesterolemiant).";;;
"STIRIPENTOL";"THEOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)";202;;;"Precaution d'emploi Surveillance clinique, dosage plasmatique et adaptation eventuelle de la posologie de theophylline. Augmentation possible de la theophyllinemie, avec risque de surdosage, par inhibition de son metabolisme hepatique.";
"STRONTIUM";"CALCIUM";203;;;"Precaution d'emploi Prendre le strontium a distance des sels de calcium (plus de deux heures, si possible). Avec les sels de calcium administres par voie orale : diminution de l'absorption digestive du strontium.";
"STRONTIUM";"CYCLINES";203;;;"Precaution d'emploi Prendre le strontium a distance des cyclines (plus de deux heures, si possible). Diminution de l'absorption digestive du strontium.";
"STRONTIUM";"FER";203;;;"Precaution d'emploi Prendre le strontium a distance des sels de fer (plus de deux heures, si possible). Diminution de l'absorption digestive du strontium.";
"STRONTIUM";"FLUOROQUINOLONES";203;;;"Precaution d'emploi Prendre le strontium a distance des fluoroquinolones (plus de deux heures, si possible). Diminution de l'absorption digestive du strontium.";
"STRONTIUM";"ZINC";203;;;"Precaution d'emploi Prendre le strontium a distance des sels de zinc (plus de deux heures, si possible). Diminution de l'absorption digestive du strontium.";
"SUBSTRATS A RISQUE DU CYP3A4";"CRIZOTINIB";203;;"Association DECONSEILLEE Risque de majoration de la toxicite de ces molecules par diminution de leur metabolisme et/ou augmentation de leur biodisponibilite par le crizotinib.";;
"SUBSTRATS A RISQUE DU CYP3A4";"IDELALISIB";203;;"Association DECONSEILLEE Augmentation des concentrations plasmatiques du substrat par diminution de son metabolisme hepatique par l'idelalisib.";;
"SUBSTRATS A RISQUE DU CYP3A4";"INHIBITEURS PUISSANTS DU CYP3A4";203;;;;"A prendre en compte Majoration des effets indesirables propres a chaque substrat, avec consequences souvent severes."
"SUCRALFATE";"ANTIVITAMINES K";203;;;"Precaution d'emploi Prendre le sucralfate a distance de l'antivitamine K (plus de 2 heures, si possible). Diminution de l'absorption digestive de l'antivitamine K.";
"SUCRALFATE";"DIGOXINE";203;;;"Precaution d'emploi Prendre le sucralfate a distance de la digoxine (plus de 2 heures, si possible). Diminution de l'absorption digestive de la digoxine.";
"SUCRALFATE";"FLUOROQUINOLONES";203;;;"Precaution d'emploi Prendre le sucralfate a distance des fluoroquinolones (plus de 2 heures, si possible). Diminution de l'absorption digestive des fluoroquinolones.";
"SUCRALFATE";"HORMONES THYROIDIENNES";203;;;"Precaution d'emploi Prendre les hormones thyroidiennes a distance du sucralfate (plus de 2 heures, si possible). Diminution de l'absorption digestive des hormones thyroidiennes.";
"SUCRALFATE";"PHENYTOINE (ET, PAR EXTRAPOLATION, FOSPHENYTOINE)";203;;;"Precaution d'emploi Prendre le sucralfate a distance de la phenytoine (plus de 2 heures, si possible). Diminution de l'absorption digestive de la phenytoine.";
"SUCRALFATE";"SULPIRIDE";204;;;"Precaution d'emploi Prendre le sucralfate a distance du sulpiride (plus de 2 heures, si possible). Diminution de l'absorption digestive du sulpiride.";
"SUFENTANIL";"INHIBITEURS PUISSANTS DU CYP3A4";204;;;"Precaution d'emploi Surveillance clinique et adaptation de la posologie de l'analgesique opiace en cas de traitement par un inhibiteur puissant du CYP3A4. Augmentation de l'effet depresseur respiratoire de l'analgesique opiace par diminution de son metabolisme hepatique.";
"SULFAFURAZOL";"ANTIVITAMINES K";204;;;"Precaution d'emploi Controle plus frequent de l'INR. Adaptation eventuelle de la posologie de l'antivitamine K pendant le traitement anti-infectieux et 8 jours apres son arret. Augmentation de l'effet de l'antivitamine K et du risque hemorragique.";
"SULFAFURAZOL";"PHENYTOINE (ET, PAR EXTRAPOLATION, FOSPHENYTOINE)";204;;"Association DECONSEILLEE Utiliser de preference une autre classe d'anti-infectieux, sinon surveillance clinique etroite, dosage des concentrations de phenytoine et adaptation eventuelle de sa posologie pendant le traitement par le sulfamide anti-infectieux et apres son arret. Augmentation des concentrations plasmatiques de phenytoine jusqu'a des valeurs toxiques (inhibition de son metabolisme).";;
"SULFAMETHIZOL";"ANTIVITAMINES K";204;;;"Precaution d'emploi Controle plus frequent de l'INR. Adaptation eventuelle de la posologie de l'antivitamine K pendant le traitement anti-infectieux et 8 jours apres son arret. Augmentation de l'effet de l'antivitamine K et du risque hemorragique.";
"SULFAMETHIZOL";"METHENAMINE";204;;"Association DECONSEILLEE Precipitation cristalline dans les voies urinaires (favorisee par l'acidification des urines).";;
"SULFAMETHIZOL";"PHENYTOINE (ET, PAR EXTRAPOLATION, FOSPHENYTOINE)";204;;"Association DECONSEILLEE Utiliser de preference une autre classe d'anti-infectieux, sinon surveillance clinique etroite, dosage des concentrations de phenytoine et adaptation eventuelle de sa posologie pendant le traitement par le sulfamide anti-infectieux et apres son arret. Augmentation des concentrations plasmatiques de phenytoine jusqu'a des valeurs toxiques (inhibition de son metabolisme).";;
"SULFAMETHOXAZOLE";"ANTIVITAMINES K";204;;"Association DECONSEILLEE Si l'association ne peut etre evitee, controle plus frequent de l'INR et adaptation de la posologie de l'antivitamine K pendant le traitement par cotrimoxazole et apres son arret. Augmentation importante de l'effet de l'antivitamine K et du risque hemorragique.";;
"SULFAMETHOXAZOLE";"PHENYTOINE (ET, PAR EXTRAPOLATION, FOSPHENYTOINE)";204;;"Association DECONSEILLEE Utiliser de preference une autre classe d'anti-infectieux, sinon surveillance clinique etroite, dosage des concentrations de phenytoine et adaptation eventuelle de sa posologie pendant le traitement par le sulfamide anti-infectieux et apres son arret. Augmentation des concentrations plasmatiques de phenytoine jusqu'a des valeurs toxiques (inhibition de son metabolisme).";;
"SULFAMIDES ANTIBACTERIENS";"METHOTREXATE";204;;;"Precaution d'emploi Dosage des concentrations de methotrexate. Adapatation posologique si necessaire pendant l'association et apres son arret. Augmentation de la toxicite hematologique du methotrexate.";
"SULFAMIDES HYPOGLYCEMIANTS";"ALCOOL (BOISSON OU EXCIPIENT)";205;;"Association DECONSEILLEE Eviter la prise de boissons alcoolisees et de medicaments contenant de l'alcool. Effet antabuse, notamment pour glibenclamide, glipizide, tolbutamide. Augmentation de la reaction hypoglycemique (inhibition des reactions de compensation) pouvant faciliter la survenue de coma hypoglycemique.";;
"SULFAMIDES HYPOGLYCEMIANTS";"ANALOGUES DE LA SOMATOSTATINE";205;;;"Precaution d'emploi Renforcer l'autosurveillance glycemique et adapter si besoin la posologie du sulfamide hypoglycemiant pendant le traitement par l'analogue de la somatostatine. Risque d'hypoglycemie ou d'hyperglycemie : diminution ou augmentation des besoins en sulfamide hypoglycemiant, par diminution ou augmentation de la secretion de glucagon endogene.";
"SULFAMIDES HYPOGLYCEMIANTS";"BETA-2 MIMETIQUES";205;;;"Precaution d'emploi Renforcer la surveillance sanguine et urinaire. Passer eventuellement a l'insuline, le cas echeant. Elevation de la glycemie par le beta-2 mimetique.";
"SULFAMIDES HYPOGLYCEMIANTS";"BETA-BLOQUANTS (SAUF ESMOLOL)";205;;;"Precaution d'emploi Prevenir le patient et renforcer, surtout en debut de traitement, l'autosurveillance glycemique. Tous les beta-bloquants peuvent masquer certains symptomes de l'hypoglycemie : palpitations et tachycardie.";
