"protagoniste1";"protagoniste2";"page";"CI";"AD";"PE";"PC";"couple"
"IMMUNOSUPPRESSEURS";"VORICONAZOLE";113;;"ASDEC - PE Association deconseillee - avec l'everolimus, le sirolimus, et le temsirolimus. Precaution d'emploi - avec la ciclosporine et le tacrolimus : dosage des concentrations sanguines de l'immunosuppresseur, controle de la fonction renale et adaptation de la posologie pendant l'association et apres son arret. Augmentation des concentrations sanguines de l'immunosuppresseur par inhibition de son metabolisme hepatique par le voriconazole.";"ASDEC - PE Association deconseillee - avec l'everolimus, le sirolimus, et le temsirolimus. Precaution d'emploi - avec la ciclosporine et le tacrolimus : dosage des concentrations sanguines de l'immunosuppresseur, controle de la fonction renale et adaptation de la posologie pendant l'association et apres son arret. Augmentation des concentrations sanguines de l'immunosuppresseur par inhibition de son metabolisme hepatique par le voriconazole.";;"IMMUNOSUPPRESSEURS;VORICONAZOLE"
"INDINAVIR";"NEVIRAPINE";114;;;"Precaution d'emploi Surveillance clinique et biologique reguliere, notamment en debut d'association. Risque de baisse de l'efficacite de l'indinavir.  /226";;"INDINAVIR;NEVIRAPINE"
"INDUCTEURS ENZYMATIQUES";"IRINOTECAN";115;;;;"A prendre en compte Diminution probable des concentrations plasmatiques du metabolite actif de l'irinotecan, avec risque d'echec du traitement cytotoxique.";"INDUCTEURS ENZYMATIQUES;IRINOTECAN"
"INDUCTEURS ENZYMATIQUES";"ISAVUCONAZOLE";115;"CONTRE-INDICATION Diminution des concentrations plasmatiques d'isavuconazole par augmentation de son metabolisme hepatique par l'inducteur.";;;;"INDUCTEURS ENZYMATIQUES;ISAVUCONAZOLE"
"INDUCTEURS ENZYMATIQUES";"ITRACONAZOLE";115;;"Association DECONSEILLEE Diminution des concentrations plasmatiques d'itraconazole, avec risque de perte d'efficacite, par augmentation de son metabolisme hepatique par l'inducteur.";;;"INDUCTEURS ENZYMATIQUES;ITRACONAZOLE"
"INDUCTEURS ENZYMATIQUES";"IVACAFTOR";115;;"Association DECONSEILLEE Diminution importante des concentrations de l'ivacaftor, avec risque de perte d'efficacite.";;;"INDUCTEURS ENZYMATIQUES;IVACAFTOR"
"INDUCTEURS ENZYMATIQUES";"LURASIDONE";115;"CONTRE-INDICATION Diminution des concentrations plasmatiques de la lurasidone par augmentation de son metabolisme hepatique par l'inducteur.";;;;"INDUCTEURS ENZYMATIQUES;LURASIDONE"
"INDUCTEURS ENZYMATIQUES";"MACITENTAN";115;;"Association DECONSEILLEE Diminution des concentrations plasmatiques de macitentan par augmentation de son metabolisme par l'inducteur.";;;"INDUCTEURS ENZYMATIQUES;MACITENTAN"
"INDUCTEURS ENZYMATIQUES";"MARAVIROC";115;;;"Precaution d'emploi La dose de maraviroc doit etre augmentee a 600 mg deux fois par jour dans cette situation. En l'absence de co-administration avec un inhibiteur puissant du CYP3A4, diminution des concentrations de maraviroc par l'inducteur.";;"INDUCTEURS ENZYMATIQUES;MARAVIROC"
"INDUCTEURS ENZYMATIQUES";"METHADONE";115;;;"Precaution d'emploi Augmenter la frequence des prises de methadone (2 a 3 fois par jour au lieu d'une fois par jour). Diminution des concentrations plasmatiques de methadone avec risque d'apparition d'un syndrome de sevrage, par augmentation de son metabolisme hepatique.";;"INDUCTEURS ENZYMATIQUES;METHADONE"
"INDUCTEURS ENZYMATIQUES";"MIANSERINE";115;;"Association DECONSEILLEE Risque d'inefficacite de la mianserine.";;;"INDUCTEURS ENZYMATIQUES;MIANSERINE"
"INDUCTEURS ENZYMATIQUES";"OLAPARIB";115;;"Association DECONSEILLEE Diminution, eventuellement tres importante selon l'inducteur, des concentrations plasmatiques de l'olaparib par augmentation de son metabolisme hepatique par l'inducteur.";;;"INDUCTEURS ENZYMATIQUES;OLAPARIB"
"INDUCTEURS ENZYMATIQUES";"OMBITASVIR + PARITAPREVIR";115;"CONTRE-INDICATION Diminution des concentrations plasmatiques de la bitherapie par augmentation de son metabolisme hepatique par l'inducteur.";;;;"INDUCTEURS ENZYMATIQUES;OMBITASVIR + PARITAPREVIR"
"INDUCTEURS ENZYMATIQUES";"OXYCODONE";115;;"Association DECONSEILLEE Adaptation eventuelle de la posologie d'oxycodone . Diminution des concentrations plasmatiques de l'oxycodone par augmentation de son metabolisme par l'inducteur.";;;"INDUCTEURS ENZYMATIQUES;OXYCODONE"
"INDUCTEURS ENZYMATIQUES";"PROGESTATIFS CONTRACEPTIFS";116;;"Association DECONSEILLEE Utiliser de preference une autre methode contraceptive, en particulier de type mecanique, pendant la duree de l'association et un cycle suivant. Diminution de l'efficacite contraceptive du contraceptif hormonal, par augmentation de son metabolisme hepatique par l'inducteur.  /226";;;"INDUCTEURS ENZYMATIQUES;PROGESTATIFS CONTRACEPTIFS"
"INDUCTEURS ENZYMATIQUES";"PROGESTATIFS NON CONTRACEPTIFS, ASSOCIES OU NON A UN ESTROGENE";116;;;"Precaution d'emploi Surveillance clinique et adaptation eventuelle de la posologie du traitement hormonal pendant l'administration de l'inducteur et apres son arret. Diminution de l'efficacite du progestatif.";;"INDUCTEURS ENZYMATIQUES;PROGESTATIFS NON CONTRACEPTIFS, ASSOCIES OU NON A UN ESTROGENE"
"INDUCTEURS ENZYMATIQUES";"REGORAFENIB";116;;"Association DECONSEILLEE Diminution des concentrations plasmatiques de regorafenib par augmentation de son metabolisme par l'inducteur.";;;"INDUCTEURS ENZYMATIQUES;REGORAFENIB"
"INDUCTEURS ENZYMATIQUES";"RILPIVIRINE";116;"CONTRE-INDICATION Diminution significative des concentrations plasmatiques de rilpivirine par augmentation de son metabolisme hepatique par l'inducteur.";;;;"INDUCTEURS ENZYMATIQUES;RILPIVIRINE"
"INDUCTEURS ENZYMATIQUES";"SERTRALINE";116;;"Association DECONSEILLEE Risque d'inefficacite du traitement antidepresseur.";;;"INDUCTEURS ENZYMATIQUES;SERTRALINE"
"INDUCTEURS ENZYMATIQUES";"SIMEPREVIR";116;;"Association DECONSEILLEE Diminution des concentrations plasmatiques de simeprevir par augmentation de son metabolisme hepatique par l'inducteur";;;"INDUCTEURS ENZYMATIQUES;SIMEPREVIR"
"INDUCTEURS ENZYMATIQUES";"SOFOSBUVIR";116;;"Association DECONSEILLEE Risque de diminution des concentrations plasmatiques de sofosbuvir par diminution de son absorption intestinale par l'inducteur enzymatique.";;;"INDUCTEURS ENZYMATIQUES;SOFOSBUVIR"
"INDUCTEURS ENZYMATIQUES";"VEMURAFENIB";116;;"Association DECONSEILLEE Risque de diminution des concentrations du vemurafenib, avec moindre efficacite.";;;"INDUCTEURS ENZYMATIQUES;VEMURAFENIB"
"INDUCTEURS ENZYMATIQUES";"VISMODEGIB";116;;"Association DECONSEILLEE Risque de diminution des concentrations plasmatiques de vismodegib par augmentation de son metabolisme hepatique par l'inducteur.";;;"INDUCTEURS ENZYMATIQUES;VISMODEGIB"
"INHIBITEURS DE LA PHOSPHODIESTERASE DE TYPE 5";"INHIBITEURS PUISSANTS DU CYP3A4";117;"CI - ASDEC - PE Pour connaitre les risques et les niveaux de contrainte de chaque IPDE5 avec les inhibiteurs puissants du CYP3A4, il convient de se reporter aux AMM specifiques a chacun d'eux. Augmentation (tres importante pour l'avanafil et le vardenafil) des concentrations plasmatiques de l'IPDE5, avec risque d'hypotension (severe avec le vardenafil).";"CI - ASDEC - PE Pour connaitre les risques et les niveaux de contrainte de chaque IPDE5 avec les inhibiteurs puissants du CYP3A4, il convient de se reporter aux AMM specifiques a chacun d'eux. Augmentation (tres importante pour l'avanafil et le vardenafil) des concentrations plasmatiques de l'IPDE5, avec risque d'hypotension (severe avec le vardenafil).";"CI - ASDEC - PE Pour connaitre les risques et les niveaux de contrainte de chaque IPDE5 avec les inhibiteurs puissants du CYP3A4, il convient de se reporter aux AMM specifiques a chacun d'eux. Augmentation (tres importante pour l'avanafil et le vardenafil) des concentrations plasmatiques de l'IPDE5, avec risque d'hypotension (severe avec le vardenafil).";;"INHIBITEURS DE LA PHOSPHODIESTERASE DE TYPE 5;INHIBITEURS PUISSANTS DU CYP3A4"
"INHIBITEURS DE LA PHOSPHODIESTERASE DE TYPE 5";"RIOCIGUAT";117;"CONTRE-INDICATION Risque d'hypotension importante (effet synergique).";;;;"INHIBITEURS DE LA PHOSPHODIESTERASE DE TYPE 5;RIOCIGUAT"
"INHIBITEURS DE LA XANTHINE OXYDASE";"THEOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)";117;;;"Precaution d'emploi Surveillance clinique et controle de la theophyllinemie jusqu'a deux a trois semaines apres la mise en route du traitement par l'inhibiteur ; s'il y a lieu, adaptation de la posologie pendant le traitement par l'association. En cas de posologies elevees de l'inhibiteur, augmentation des concentrations plasmatiques de theophylline par inhibition de son metabolisme.";;"INHIBITEURS DE LA XANTHINE OXYDASE;THEOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)"
"INHIBITEURS DE L'ENZYME DE CONVERSION";"INSULINE";118;;;"Precaution d'emploi Renforcer l'autosurveillance glycemique. L'utilisation des IEC peut entrainer une majoration de l'effet hypoglycemiant chez le diabetique traite par insuline. La survenue de malaises hypoglycemiques semble exceptionnelle (amelioration de la tolerance au glucose qui aurait pour consequence une reduction des besoins en insuline).";;"INHIBITEURS DE L'ENZYME DE CONVERSION;INSULINE"
"INHIBITEURS DE L'ENZYME DE CONVERSION";"LITHIUM";118;;"Association DECONSEILLEE Si l'usage d'un IEC est indispensable, surveillance stricte de la lithemie et adaptation de la posologie du lithium. Augmentation de la lithemie pouvant atteindre des valeurs toxiques (diminution de l'excretion renale du lithium).";;;"INHIBITEURS DE L'ENZYME DE CONVERSION;LITHIUM"
"INHIBITEURS DE L'ENZYME DE CONVERSION";"OR";118;;;;"A prendre en compte Avec les sels d'or administres par voie IV : risque de reaction <<nitritoide>> a l'introduction de l'IEC (nausees, vomissements, effets vasomoteurs a type de flush, hypotension, eventuellement collapsus).";"INHIBITEURS DE L'ENZYME DE CONVERSION;OR"
"INHIBITEURS DE L'ENZYME DE CONVERSION";"POTASSIUM";118;;"Association DECONSEILLEE Sauf s'il existe une hypokaliemie. Hyperkaliemie (potentiellement letale) surtout lors d'une insuffisance renale (addition des effets hyperkaliemiants).";;;"INHIBITEURS DE L'ENZYME DE CONVERSION;POTASSIUM"
"INHIBITEURS DE L'ENZYME DE CONVERSION";"RACECADOTRIL";118;"CI - ASDEC Contre-indication: - en cas d'antecedents d'angio-oedeme sous IEC. Association deconseillee: - en l'absence d'antecedents d'angio-oedeme sous IEC. Risque de majoration des effets indesirables a type d'oedeme angio- neurotique (angio-oedeme).";"CI - ASDEC Contre-indication: - en cas d'antecedents d'angio-oedeme sous IEC. Association deconseillee: - en l'absence d'antecedents d'angio-oedeme sous IEC. Risque de majoration des effets indesirables a type d'oedeme angio- neurotique (angio-oedeme).";;;"INHIBITEURS DE L'ENZYME DE CONVERSION;RACECADOTRIL"
"INHIBITEURS DE L'ENZYME DE CONVERSION";"SPIRONOLACTONE";118;;;"Precaution d'emploi Verifier au prealable l'absence d'hyperkaliemie et d'insuffisance renale. Surveillance biologique etroite de la kaliemie et de la creatininemie (1 fois par semaine pendant le premier mois, puis une fois par mois ensuite). Avec la spironolactone a la posologie de 12,5 a 50 mg par jour, et avec des doses faibles d'IEC. Dans le traitement de l'insuffisance cardiaque de classe III ou IV (NYHA) avec fraction d'ejection <35 % et prealablement traitee par l'association inhibiteur de conversion + diuretique de l'anse : risque d'hyperkaliemie, potentiellement letale, en cas de non-respect des conditions de prescription de cette association.";;"INHIBITEURS DE L'ENZYME DE CONVERSION;SPIRONOLACTONE"
"INHIBITEURS DE L'ENZYME DE CONVERSION";"SULFAMIDES HYPOGLYCEMIANTS";118;;;"Precaution d'emploi Renforcer l'autosurveillance glycemique. L'utilisation des IEC peut entrainer une majoration de l'effet hypoglycemiant chez le diabetique traite par sulfamides hypoglycemiants. La survenue de malaises hypoglycemiques semble exceptionnelle (amelioration de la tolerance au glucose qui aurait pour consequence une reduction des besoins en sulfamides hypoglycemiants).";;"INHIBITEURS DE L'ENZYME DE CONVERSION;SULFAMIDES HYPOGLYCEMIANTS"
"INHIBITEURS DE L'HMG-COA REDUCTASE (STATINES)";"LEDIPASVIR";119;;;"Precaution d'emploi Contre-indication : - avec la rosuvastatine. Precaution d'emploi : - avec les autres inhibiteurs de l'HMG Co-A reductase. Surveillance clinique et biologique. Adaptation eventuelle de la posologie de la statine. Risque d'augmentation des concentrations plasmatiques de la statine et de ses effets indesirables a type de rhabdomyolyse.";;"INHIBITEURS DE L'HMG-COA REDUCTASE (STATINES);LEDIPASVIR"
"INHIBITEURS DE L'HMG-COA REDUCTASE (STATINES)";"LENALIDOMIDE";119;;;"Precaution d'emploi Renforcer le controle clinique et biologique, notamment durant les premieres semaines de traitement. Risque majore de survenue de rhabdomyolyses.";;"INHIBITEURS DE L'HMG-COA REDUCTASE (STATINES);LENALIDOMIDE"
"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR";"INHIBITEURS PUISSANTS DU CYP3A4";121;;;;"A prendre en compte Pour connaitre les risques et les niveaux de contrainte de chaque inhibiteur de protease booste par le ritonavir avec les inhibiteurs puissants du CYP3A4, il convient de se reporter aux AMM specifiques a chacun d'eux. Risque d'augmentation des concentrations plasmatiques de l'inhibiteur de protease booste par le ritonavir ou de l'inhibiteur du CYP3A4.";"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR;INHIBITEURS PUISSANTS DU CYP3A4"
"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR";"LAMOTRIGINE";121;;"ASDEC - PE Association deconseillee - Eviter de mettre en route le traitement par ritonavir pendant la periode d'ajustement posologique de la lamotrigine. Precaution d'emploi - Surveillance clinique et adaptation de la posologie de la lamotrigine lors de la mise en route du traitement par ritonavir. Risque de diminution des concentrations et de l'efficacite de la lamotrigine par augmentation de son metabolisme hepatique par le ritonavir.";"ASDEC - PE Association deconseillee - Eviter de mettre en route le traitement par ritonavir pendant la periode d'ajustement posologique de la lamotrigine. Precaution d'emploi - Surveillance clinique et adaptation de la posologie de la lamotrigine lors de la mise en route du traitement par ritonavir. Risque de diminution des concentrations et de l'efficacite de la lamotrigine par augmentation de son metabolisme hepatique par le ritonavir.";;"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR;LAMOTRIGINE"
"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR";"LUMEFANTRINE";121;;"Association DECONSEILLEE Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";;;"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR;LUMEFANTRINE"
"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR";"METHADONE";121;;;"Precaution d'emploi Surveillance clinique reguliere et adaptation eventuelle de la posologie de methadone. Diminution des concentrations plasmatiques de methadone avec risque d'apparition d'un syndrome de sevrage par augmentation de son metabolisme hepatique par le ritonavir.";;"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR;METHADONE"
"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR";"MIDAZOLAM";121;;"ASDEC - PE Precaution d'emploi avec : - le midazolam IV Surveillance clinique et reduction de la posologie de midazolam en cas de traitement par l'inhibiteur de proteases. Association deconseillee avec : - le midazolam per os. Augmentation des concentrations plasmatiques de midazolam par diminution de son metabolisme hepatique, avec majoration de la sedation.";"ASDEC - PE Precaution d'emploi avec : - le midazolam IV Surveillance clinique et reduction de la posologie de midazolam en cas de traitement par l'inhibiteur de proteases. Association deconseillee avec : - le midazolam per os. Augmentation des concentrations plasmatiques de midazolam par diminution de son metabolisme hepatique, avec majoration de la sedation.";;"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR;MIDAZOLAM"
"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR";"MILLEPERTUIS";121;"CONTRE-INDICATION En cas d'association fortuite, ne pas interrompre brutalement la prise de millepertuis mais controler les concentrations plasmatiques (ou l'efficacite) de l'inhibiteur de proteases avant puis apres l'arret du millepertuis. Diminution des concentrations plasmatiques de l'inhibiteur de proteases, en raison de l'effet inducteur enzymatique du millepertuis, avec risque de baisse d'efficacite voire d'annulation de l'effet dont les consequences peuvent etre eventuellement graves (baisse de l'efficacite antiretrovirale).";;;;"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR;MILLEPERTUIS"
"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR";"MIZOLASTINE";121;"CONTRE-INDICATION Risque de troubles du rythme ventriculaire, notamment de torsades de pointes.";;;;"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR;MIZOLASTINE"
"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR";"PROGESTATIFS CONTRACEPTIFS";121;;"Association DECONSEILLEE Utiliser de preference une autre methode contraceptive, en particulier de type mecanique (preservatif ou sterilet), pendant la duree de l'association et un cycle suivant. Risque de diminution de l'efficacite contraceptive par diminution des concentrations en contraceptif hormonal, due a l'augmentation de son metabolisme hepatique par le ritonavir.";;;"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR;PROGESTATIFS CONTRACEPTIFS"
"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR";"QUINIDINE";121;"CONTRE-INDICATION Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";;;;"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR;QUINIDINE"
"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR";"RIFABUTINE";121;;;"Precaution d'emploi Surveillance clinique et biologique reguliere, notamment en debut d'association. Risque de baisse de l'efficacite de l'inhibiteur de proteases (ce d'autant que la posologie de la rifabutine est importante) d'une part, et risque d'augmentation des effets indesirables (uveites) de la rifabutine, d'autre part.";;"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR;RIFABUTINE"
"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR";"RIFAMPICINE";121;"CONTRE-INDICATION Dans l'attente de donnees complementaires avec les inhibiteurs de proteases \"boostes\". Diminution tres importante des concentrations plasmatiques de l'inhibiteur de proteases, par augmentation de son metabolisme hepatique par la rifampicine. Pour l'association (saquinavir + ritonavir) : risque de toxicite hepatocellulaire severe.";;;;"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR;RIFAMPICINE"
"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR";"ROSUVASTATINE";122;;;"Precaution d'emploi Surveillance clinique et biologique. Augmentation des concentrations plasmatiques de la rosuvastatine par augmentation de son absorption.  /226";;"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR;ROSUVASTATINE"
"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR";"SIMVASTATINE";122;"CONTRE-INDICATION Risque majore d'effets indesirables (concentration-dependants) a type de rhabdomyolyse (diminution du metabolisme hepatique de la simvastatine).";;;;"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR;SIMVASTATINE"
